Site,Date,Keyword,Product_Id,Impression,Click,Spend,OrderQty,Revenue,CTR,CVR,CPC,CPA,ROAS,Total_ROAS,Brand_Type,Ad_Type,Group_Name,Price_Type,Sales_Type,Ad_Type_11st,Template_Type,Campaign_Id,Campaign,Group_Id,Display_Type,Target_Id,Ad_Id,Brand_Name,Product_Name,Sales_Product_Id,Sales_Option_Id,Store_Id,Planshop_Id,Keyword_Type,Keyword_Id,Display_Info,AvgRank,Total_OrderQty_1D,Total_SalesQty_1D,Total_Revenue_1D,Total_ROAS_1D,Direct_OrderQty_1D,Direct_SalesQty_1D,Direct_Revenue_1D,Direct_ROAS_1D,Indirect_OrderQty_1D,Indirect_SalesQty_1D,Indirect_Revenue_1D,Indirect_ROAS_1D,Total_OrderQty_2W,Total_SalesQty_2W,Total_Revenue_2W,Direct_SalesQty_2W,Indirect_OrderQty_2W,Indirect_SalesQty_2W,Indirect_Revenue_2W,Start_Campaign,End_Campaign
11번가,2021-10-31,헤라시그니아워터,2857317384,5,1,242,0,0,0.2,0.0,242.0,inf,0.0,0.0,럭셔리,포커스클릭,02_헤라_검색직접,,,,,117857,05_헤라_LX,487198,검색결과지면,15094463,,,,,,,,수동,78981733.0,,1.0,,,,,,,,,,,,,,,,,,,,,
11번가,2021-10-31,헤라쿠션리필,2857317384,4,1,407,0,0,0.25,0.0,407.0,inf,0.0,0.0,럭셔리,포커스클릭,02_헤라_검색직접,,,,,117857,05_헤라_LX,487198,검색결과지면,15094463,,,,,,,,수동,78981847.0,,1.0,,,,,,,,,,,,,,,,,,,,,
11번가,2021-10-31,컨실러,2857317384,32,1,396,0,0,0.03125,0.0,396.0,inf,0.0,0.0,럭셔리,포커스클릭,02_헤라_검색직접,,,,,117857,05_헤라_LX,487198,검색결과지면,15094463,,,,,,,,수동,78981509.0,,6.0,,,,,,,,,,,,,,,,,,,,,
11번가,2021-10-31,헤라블랙파우더,2857317384,3,1,99,0,0,0.3333333333333333,0.0,99.0,inf,0.0,0.0,럭셔리,포커스클릭,02_헤라_검색직접,,,,,117857,05_헤라_LX,487198,검색결과지면,15094463,,,,,,,,수동,78981649.0,,1.0,,,,,,,,,,,,,,,,,,,,,
11번가,2021-10-31,헤라셀에센스,2857317384,9,1,297,0,0,0.1111111111111111,0.0,297.0,inf,0.0,0.0,럭셔리,포커스클릭,02_헤라_검색직접,,,,,117857,05_헤라_LX,487198,검색결과지면,15094463,,,,,,,,수동,78981705.0,,2.0,,,,,,,,,,,,,,,,,,,,,
11번가,2021-10-31,헤라에어리블러,2857317384,2,1,99,0,0,0.5,0.0,99.0,inf,0.0,0.0,럭셔리,포커스클릭,02_헤라_검색직접,,,,,117857,05_헤라_LX,487198,검색결과지면,15094463,,,,,,,,수동,78981791.0,,1.0,,,,,,,,,,,,,,,,,,,,,
11번가,2021-10-31,헤라파운데이션,2857317384,14,1,363,0,0,0.07142857142857142,0.0,363.0,inf,0.0,0.0,럭셔리,포커스클릭,02_헤라_검색직접,,,,,117857,05_헤라_LX,487198,검색결과지면,15094463,,,,,,,,수동,78981875.0,,1.0,,,,,,,,,,,,,,,,,,,,,
11번가,2021-10-31,헤라선크림,2857317384,21,1,330,0,0,0.047619047619047616,0.0,330.0,inf,0.0,0.0,럭셔리,포커스클릭,02_헤라_검색직접,,,,,117857,05_헤라_LX,487198,검색결과지면,15094463,,,,,,,,수동,78981676.0,,2.0,,,,,,,,,,,,,,,,,,,,,
11번가,2021-10-31,헤라로지사틴크림,2857317384,2,1,99,0,0,0.5,0.0,99.0,inf,0.0,0.0,럭셔리,포커스클릭,02_헤라_검색직접,,,,,117857,05_헤라_LX,487198,검색결과지면,15094463,,,,,,,,수동,78981590.0,,1.0,,,,,,,,,,,,,,,,,,,,,
11번가,2021-10-31,,2857317384,695,4,1067,0,0,0.0057553956834532375,0.0,266.75,inf,0.0,0.0,럭셔리,포커스클릭,03_헤라_유저자동,,,,,117857,05_헤라_LX,487199,유저개인화지면,15094464,,,,,,,,자동,,,2.0,,,,,,,,,,,,,,,,,,,,,
11번가,2021-10-31,,2857317384,943,1,99,0,0,0.0010604453870625664,0.0,99.0,inf,0.0,0.0,럭셔리,포커스클릭,04_헤라_유저직접,,,,,117857,05_헤라_LX,487200,유저개인화지면,15094465,,,,,,,,수동,,,6.0,,,,,,,,,,,,,,,,,,,,,
11번가,2021-10-31,아모레퍼시픽콜라겐,3378946538,22,1,99,0,0,0.045454545454545456,0.0,99.0,inf,0.0,0.0,헬스케어,포커스클릭,00_바이탈_아모레,,,,,154613,99_07_바이탈뷰티_AH,637713,검색결과지면,15210225,,바이탈뷰티,,,,,,수동,79449144.0,,3.0,,,,,,,,,,,,,,,,,,,,,
11번가,2021-10-31,,2196489654,783,3,297,0,0,0.0038314176245210726,0.0,99.0,inf,0.0,0.0,럭셔리,포커스클릭,04_프리메라_유저직접_2,,,,,117858,06_프리메라_LX,661505,유저개인화지면,15243951,,,,,,,,수동,,,2.0,,,,,,,,,,,,,,,,,,,,,
11번가,2021-10-31,,1690152883,37,1,110,0,0,0.02702702702702703,0.0,110.0,inf,0.0,0.0,럭셔리,포커스클릭,04_설화수_유저직접_2,,,,,117856,04_설화수_LX,553411,유저개인화지면,15244033,,,,,,,,수동,,,4.0,,,,,,,,,,,,,,,,,,,,,
11번가,2021-10-31,설화수자음2종세트,3674790428,99,1,440,0,0,0.010101010101010102,0.0,440.0,inf,0.0,0.0,럭셔리,포커스클릭,00_설화수_브랜드,,,,,117856,04_설화수_LX,488926,검색결과지면,15364559,,,,,,,,수동,80031941.0,,2.0,,,,,,,,,,,,,,,,,,,,,
